PercentageOfFileAPICalls,PercentageOfUniqueFiles,PercentageOfUniqueFileLocations,PercentageOfUniqueFileExtensions,PercentageOfPotentialCustomExtensions,PercentageOfRansomwareExtensions,PercentageOfFileExtensionsDocuments,PercentageOfFileExtensionsImages,PercentageOfFileExtensionsVideos,PercentageOfFileExtensionsAudio,PercentageOfFileExtensionsDatabase,PercentageOfFileExtensionsArchives,PercentageOfFileExtensionsExecutables,PercentageOfFileExtensionsSystem,PercentageOfFileExtensionsBackup,PercentageOfFileExtensionsEmail,PercentageOfFileExtensionsVMImages,PercentageOfFileExtensionsGames,PercentageOfFileExtensionsDevelopment,APICallsPerSecond,label
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,309,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,369,1
6,33,33,14,42,5,0,0,0,0,3,0,38,10,6,0,0,1,0,181,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,178,1
16,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,40,1
2,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,603,1
16,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,12,1
7,1,1,1,56,4,0,0,0,0,0,0,28,16,0,0,0,0,0,181,1
1,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,193,1
3,57,57,43,29,10,0,0,0,0,0,0,71,0,0,0,0,0,0,1,1
4,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,18,1
1,91,91,18,9,13,0,0,0,0,0,0,91,0,0,0,0,0,0,20804,1
1,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,5848,1
16,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,20,1
6,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,388,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,282,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,229,1
46,19,19,6,42,0,9,11,0,0,1,0,11,24,0,0,0,3,0,134,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,355,1
92,5,5,0,4,7,11,13,25,0,0,0,1,0,0,0,1,0,44,554,1
8,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,335,1
8,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,356,1
8,28,28,2,14,0,0,0,0,0,0,0,2,83,0,0,0,0,0,261,1
3,25,25,22,42,8,0,0,0,0,0,0,58,0,0,0,0,0,0,24,1
0,62,62,75,62,5,0,0,0,0,0,0,38,0,0,0,0,0,0,107,1
10,21,21,11,57,5,30,0,0,0,0,0,6,5,0,0,0,2,0,37,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,234,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,27,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,218,1
16,75,75,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1
10,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,53,53,33,67,4,0,0,0,0,0,0,27,0,7,0,0,0,0,86,1
10,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,175,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,48,1
9,57,57,57,29,10,14,0,0,0,0,0,57,0,0,0,0,0,0,6,1
9,57,57,57,29,10,14,0,0,0,0,0,57,0,0,0,0,0,0,0,1
9,57,57,57,29,10,0,0,0,0,0,0,57,0,0,0,0,0,14,29,1
9,57,57,57,29,10,14,0,0,0,0,0,57,0,0,0,0,0,0,17,1
9,57,57,57,29,10,14,0,0,0,0,0,57,0,0,0,0,0,0,0,1
9,57,57,57,29,10,0,0,0,0,0,0,57,0,0,0,0,0,14,0,1
9,57,57,57,29,10,14,0,0,0,0,0,57,0,0,0,0,0,0,28,1
9,57,57,57,29,10,14,0,0,0,0,0,57,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,181,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,23,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,181,1
59,4,4,1,2,14,2,0,0,0,0,0,96,0,0,0,0,0,0,59,1
54,14,14,2,66,0,3,8,0,1,1,1,10,9,1,0,0,1,0,511,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,322,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,218,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,38,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,310,1
5,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,44,1
5,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,8,1
5,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,276,1
10,50,50,43,21,5,0,0,0,0,0,0,36,43,0,0,0,0,0,1,1
5,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,45,1
4,61,61,36,67,4,0,0,0,0,0,0,27,0,0,0,0,6,0,98,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,320,1
21,3,3,2,29,8,0,0,0,0,0,0,69,1,0,0,0,0,0,20,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,60,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,292,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,244,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,49,1
3,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,64,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,1
0,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,1207,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,28,1
72,0,0,0,0,9,0,0,0,0,0,0,100,0,0,0,0,0,0,2136,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,35,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,81,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,92,1
3,50,50,50,0,14,100,0,0,0,0,0,0,0,0,0,0,0,0,1205,1
29,50,50,50,0,14,100,0,0,0,0,0,0,0,0,0,0,0,0,447,1
14,67,67,67,33,0,0,0,0,0,0,0,67,0,0,0,0,0,0,54,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,333,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,206,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,123,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,294,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,322,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,312,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,109,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,491,1
37,44,44,29,51,3,0,0,0,0,0,0,45,0,0,0,0,4,0,1356,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,382,1
0,40,40,30,30,10,0,0,0,0,0,0,70,0,0,0,0,0,0,2065,1
9,40,40,4,86,1,0,0,0,0,0,0,11,2,0,0,0,0,0,77,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,25,25,25,33,5,0,0,0,0,0,0,0,33,0,0,0,0,33,1658,1
0,40,40,30,30,10,0,0,0,0,0,0,70,0,0,0,0,0,0,2557,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,117,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,149,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,152,1
94,9,9,7,3,13,87,0,0,0,0,1,5,4,0,0,0,1,0,4120,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,156,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,448,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,491,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,489,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,85,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,147,1
8,56,56,44,22,8,0,0,0,0,0,0,78,0,0,0,0,0,0,2,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,181,1
11,75,75,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,368,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,260,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,91,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,120,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,300,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,132,1
10,18,18,8,34,7,11,0,0,0,0,0,51,4,0,0,0,0,0,35,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
96,82,82,2,28,10,6,0,0,0,0,0,1,0,0,0,0,0,66,53,1
5,36,36,15,12,7,0,0,0,0,0,0,67,21,0,0,0,0,0,376,1
5,36,36,15,12,7,0,0,0,0,0,0,67,21,0,0,0,0,0,378,1
18,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,733,1
5,36,36,15,12,7,0,0,0,0,0,0,67,21,0,0,0,0,0,307,1
14,50,50,42,17,5,0,0,0,0,8,0,75,0,0,0,0,0,0,14,1
18,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1
0,21,21,5,8,6,47,0,0,0,0,0,43,0,1,0,0,0,0,1720,1
5,36,36,15,12,7,0,0,0,0,0,0,67,21,0,0,0,0,0,363,1
18,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,733,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
33,30,30,22,44,6,11,0,0,0,0,0,44,0,0,0,0,0,0,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1
18,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1
37,21,21,1,16,11,28,22,1,0,0,0,3,1,0,0,2,0,27,311,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,355,1
33,30,30,22,44,6,11,0,0,0,0,0,44,0,0,0,0,0,0,99,1
33,30,30,22,44,6,11,0,0,0,0,0,44,0,0,0,0,0,0,76,1
33,30,30,22,44,6,11,0,0,0,0,0,44,0,0,0,0,0,0,116,1
27,50,50,38,12,11,0,0,0,0,0,0,75,12,0,0,0,0,0,159,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,30,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
4,17,17,11,0,0,67,0,0,0,0,0,0,33,0,0,0,0,0,190,1
4,17,17,11,0,0,67,0,0,0,0,0,0,33,0,0,0,0,0,174,1
4,17,17,11,0,0,67,0,0,0,0,0,0,33,0,0,0,0,0,183,1
4,17,17,11,0,0,67,0,0,0,0,0,0,33,0,0,0,0,0,187,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,8,8,0,74,4,0,0,0,0,0,0,0,0,0,0,0,0,26,454,1
9,10,10,5,26,3,0,0,0,0,1,0,59,8,4,0,0,1,0,174,1
73,0,0,0,0,9,0,0,0,0,0,0,100,0,0,0,0,0,0,1406,1
64,2,2,3,1,8,0,0,0,0,0,0,98,1,0,0,0,0,0,352,1
1,100,100,33,67,5,0,0,0,0,0,0,33,0,0,0,0,0,0,11,1
1,100,100,33,67,5,0,0,0,0,0,0,33,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,368,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,300,1
62,44,44,1,74,3,5,1,0,0,0,0,0,0,0,0,2,0,19,746,1
0,62,62,75,62,5,0,0,0,0,0,0,38,0,0,0,0,0,0,806,1
6,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,2,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,291,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,62,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,160,1
6,7,7,4,51,5,14,0,0,0,0,0,32,0,0,0,0,4,0,200,1
72,6,6,0,85,2,0,0,0,0,0,0,15,0,0,0,0,0,0,382,1
73,4,4,0,87,2,0,0,0,0,0,0,13,0,0,0,0,0,0,506,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,332,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,141,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,544,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,368,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,468,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,468,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,468,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,38,1
73,4,4,0,87,2,0,0,0,0,0,0,13,0,0,0,0,0,0,141,1
4,32,32,11,30,9,0,0,0,0,0,0,62,7,0,0,0,2,0,168,1
4,39,39,15,51,7,0,0,0,0,0,0,47,0,0,0,0,2,0,269,1
6,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,489,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,63,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,51,1
0,22,22,9,47,7,1,0,0,0,0,0,51,1,0,0,0,1,0,2939,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,47,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,322,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,68,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,44,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,355,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,368,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,29,1
8,28,28,22,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,0,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,72,1
3,8,8,6,7,4,36,0,0,0,0,0,36,1,15,0,0,0,4,246,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,1
4,1,1,1,24,11,0,0,0,0,0,0,75,0,0,0,0,0,0,58,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,245,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,82,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,10000,1
5,25,25,35,20,1,20,0,0,0,0,0,60,0,0,0,0,0,0,38,1
3,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,83,1
13,50,50,50,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,5,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,59,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,76,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,21,1
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,309,1
0,54,54,38,15,8,0,0,0,0,23,0,54,8,0,0,0,0,0,2647,1
66,8,8,1,69,4,0,0,0,0,0,0,0,0,0,0,0,0,31,455,1
10,33,33,33,0,14,0,0,0,0,0,0,0,0,0,0,0,0,100,145,1
11,33,33,33,0,14,0,0,0,0,0,0,0,0,0,0,0,0,100,69,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,249,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,175,1
0,54,54,38,15,8,0,0,0,0,23,0,54,8,0,0,0,0,0,3530,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,235,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,199,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,174,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,128,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,86,1
19,3,3,1,2,13,1,4,0,0,0,0,93,1,0,0,0,0,0,21,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,274,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,382,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,309,1
1,60,60,60,20,0,60,0,0,0,0,0,0,20,0,0,0,0,0,24,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,147,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,25,1
12,15,15,7,7,4,0,0,0,0,2,0,38,52,1,0,0,0,0,65,1
8,25,25,2,18,0,0,0,0,0,0,0,3,78,0,0,0,0,0,232,1
10,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,8437,1
10,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1
6,7,7,2,29,8,0,0,0,0,1,0,58,11,0,0,0,0,0,263,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1
1,50,50,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,780,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,382,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,1
1,50,50,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,557,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,309,1
1,50,50,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,867,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,66,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,191,1
2,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,20,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,303,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,320,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,204,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,246,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,65,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,164,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,52,52,36,36,2,0,0,0,0,0,0,16,0,48,0,0,0,0,80,1
51,22,22,9,50,7,0,0,0,0,0,0,46,1,0,0,0,3,0,37,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,29,29,15,31,3,0,0,0,0,0,0,60,10,0,0,0,0,0,481,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,29,29,15,31,3,0,0,0,0,0,0,60,10,0,0,0,0,0,337,1
72,29,29,15,31,3,0,0,0,0,0,0,60,10,0,0,0,0,0,499,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,181,1
76,29,29,15,31,3,0,0,0,0,0,0,60,10,0,0,0,0,0,134,1
77,14,14,0,12,10,6,3,7,5,0,0,0,1,0,0,5,0,61,2228,1
25,5,5,2,37,6,0,0,0,0,1,0,52,11,0,0,0,0,0,307,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
83,63,63,5,55,3,2,3,0,1,0,0,17,17,0,0,0,0,4,614,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,157,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,81,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,44,44,17,35,5,1,0,0,0,0,0,49,13,0,0,0,1,0,80,1
5,44,44,17,35,5,1,0,0,0,0,0,49,13,0,0,0,1,0,92,1
9,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1
5,44,44,17,35,5,1,0,0,0,0,0,49,13,0,0,0,1,0,80,1
31,23,23,5,37,1,4,0,0,0,1,0,9,9,9,0,0,30,0,5,1
31,23,23,6,38,1,4,1,0,0,2,0,9,9,9,0,0,29,0,5,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,72,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,448,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,368,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,491,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,39,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,41,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,147,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,16,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,54,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,92,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,125,1
17,26,26,9,13,8,2,2,0,0,3,0,59,15,6,0,0,0,0,263,1
